"","AÃ‘O","MES","CONGLOME","VIVIENDA","HOGAR","UBIGEO","DOMINIO","ESTRATO","PERIODO","TIPENC","FECENT","RESULT","PANEL","P22","P23","P24A","P24B","P25.1","P25.2","P25.3","P25.4","P25.5","P101","P102","P103","P103A","P104","P104A","P104B1","P104B2","P105A","P105B","P106","P106A","P106B","P107B1","P107C11","P107C12","P107C13","P107C14","P107C16","P107C17","P107C18","P107C19","P107C110","P107D1","P107B2","P107C21","P107C22","P107C23","P107C24","P107C26","P107C27","P107C28","P107C29","P107C210","P107D2","P107B3","P107C31","P107C32","P107C33","P107C34","P107C36","P107C37","P107C38","P107C39","P107C310","P107D3","P107B4","P107C41","P107C42","P107C43","P107C44","P107C46","P107C47","P107C48","P107C49","P107C410","P107D4","P107E","P110","P110A1","P110A","P110A_MODIFICADA","P110C","P110C1","P110C2","P110C3","P110D","P110E","P110F","P110G","P111A","P1121","P1123","P1124","P1125","P1126","P1127","P112A","P1131","P1132","P1133","P1135","P1136","P1139","P1137","P1138","P113A","P1141","P1142","P1143","P1144","P1145","P1171.01","P1171.02","P1171.04","P1171.05","P1171.06","P1171.07","P1171.08","P1171.09","P1171.10","P1171.11","P1171.12","P1171.13","P1171.14","P1171.15","P1171.16","P1172.01","P1172.02","P1172.04","P1172.05","P1172.06","P1172.07","P1172.08","P1172.09","P1172.10","P1172.11","P1172.12","P1172.13","P1172.14","P1172.15","P1172.16","P1173.01","P1173.02","P1173.04","P1173.05","P1173.06","P1173.07","P1173.08","P1173.09","P1173.10","P1173.11","P1173.12","P1173.13","P1173.14","P1173.15","P1173.16","P1174.01","P1174.02","P1174.04","P1174.05","P1174.06","P1174.07","P1174.08","P1174.09","P1174.10","P1174.11","P1174.12","P1174.13","P1174.14","P1174.15","P1174.16","P1175.01","P1175.02","P1175.04","P1175.05","P1175.06","P1175.07","P1175.08","P1175.09","P1175.10","P1175.11","P1175.12","P1175.13","P1175.14","P1175.15","P1175.16","P117T2","P117T3","P117T4","T110","P200I","P600I","P600D1","P600M1","P600A1","P600D2","P600M2","P600A2","P612I1","P612I11","P612I2","P612I22","P700I","P710I","P800I","P110I","TICUEST01","D105B","D106","D107D1","D107D2","D107D3","D107D4","D1172.01","D1173.01","D1174.01","D1172.02","D1173.02","D1174.02","D1172.04","D1173.04","D1174.04","D1172.05","D1173.05","D1174.05","D1172.06","D1173.06","D1174.06","D1172.07","D1173.07","D1174.07","D1172.08","D1173.08","D1174.08","D1172.09","D1173.09","D1174.09","D1172.10","D1173.10","D1174.10","D1172.15","D1173.15","D1174.15","D1172.16","D1173.16","D1174.16","D612I11","D1172.11","D1173.11","D1174.11","D1172.12","D1173.12","D1174.12","D1172.13","D1173.13","D1174.13","D1172.14","D1173.14","D1174.14","D612I22","I105B","I106","I1172.01","I1172.02","I1172.04","I1172.05","I1172.06","I1172.07","I1172.08","I1172.09","I1172.10","I1172.11","I1172.12","I1172.13","I1172.14","I1172.15","I1172.16","I1173.01","I1174.01","I1173.02","I1174.02","I1173.04","I1174.04","I1173.05","I1174.05","I1173.06","I1174.06","I1173.07","I1174.07","I1173.08","I1174.08","I1173.09","I1174.09","I1173.10","I1174.10","I1173.11","I1174.11","I1173.12","I1174.12","I1173.13","I1174.13","I1173.14","I1174.14","I1173.15","I1174.15","I1173.16","I1174.16","T111A","NBI1","NBI2","NBI3","NBI4","NBI5","FACTOR07","NCONGLOME","SUB_CONGLOME","CODCCPP","NOMCCPP","LONGITUD","LATITUD","ALTITUD"
"12",2022,7,5027,55,11,10201,7,4,2,3,20220720,1,1,2,NA,3,3,0,1,0,1,0,1,3,6,4,4,2,2,2,6,NA,370,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,24,NA,NA,1,1,2,NA,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,12,68,NA,NA,NA,0,NA,NA,NA,68,10,75,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,233,0,0,1,2,2,1,7,2022,15,7,2022,2,NA,2,NA,2,2,2,2,2,NA,4419,NA,NA,NA,NA,0,0,NA,143,0,NA,812,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,0,NA,121,0,NA,906,0,NA,NA,NA,4419,290,143,812,NA,NA,NA,0,NA,NA,NA,822,121,906,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,188.995742797852,6599,0,1,"CIUDAD BAGUA",-78.5273132324219,-5.62991380691528,503
"13",2022,7,5027,65,11,10201,7,4,2,3,20220718,1,1,2,NA,3,3,0,1,0,0,0,1,3,6,4,1,1,2,2,6,NA,138,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,24,NA,NA,1,3,2,NA,7,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,9,53,NA,NA,NA,0,NA,NA,NA,28,NA,28,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,119,0,0,1,1,1,3,7,2022,17,7,2022,2,NA,2,NA,1,1,1,1,2,NA,1648,NA,NA,NA,NA,0,0,NA,107,0,NA,633,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,338,0,NA,NA,NA,NA,338,0,NA,NA,NA,1648,108.5,107,633,NA,NA,NA,0,NA,NA,NA,338,NA,338,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,10,0,0,0,0,0,188.995742797852,6599,0,1,"CIUDAD BAGUA",-78.5273132324219,-5.62991380691528,503
"14",2022,7,5027,78,11,10201,7,4,2,3,20220720,1,1,2,NA,3,3,0,1,0,1,0,1,1,6,4,2,1,2,2,2,NA,231,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,24,NA,NA,1,3,2,NA,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,7,NA,NA,NA,NA,0,NA,NA,NA,10,10,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,27,0,0,1,1,1,5,7,2022,19,7,2022,2,NA,2,NA,1,1,1,1,2,NA,2759,NA,NA,NA,NA,0,0,NA,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,121,0,NA,121,0,NA,NA,NA,NA,NA,NA,2759,108.5,84,NA,NA,NA,NA,0,NA,NA,NA,121,121,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,1,0,0,0,0,0,188.995742797852,6599,0,1,"CIUDAD BAGUA",-78.5273132324219,-5.62991380691528,503
"15",2022,1,5030,8,11,10201,7,4,2,1,20220114,1,NA,2,NA,1,2,0,1,1,1,0,1,1,5,4,8,4,1,2,2,NA,740,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,2,NA,4,2,2,4,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,23,132,56,NA,NA,NA,14,NA,NA,NA,10,30,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,1,1,2,30,12,2021,13,1,2022,2,NA,2,NA,2,2,2,1,2,NA,9018,NA,NA,NA,NA,280,0,NA,1609,0,NA,682,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,0,NA,363,0,NA,NA,NA,NA,NA,NA,9018,280,1609,682,NA,NA,NA,171,NA,NA,NA,121,363,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,106.890243530273,6618,0,1,"BAGUA",-78.5312118530273,-5.63599729537964,429
"16",2022,1,5030,17,11,10201,7,4,2,1,20220114,1,NA,2,NA,1,2,1,0,1,1,0,1,1,2,4,6,2,1,1,2,NA,555,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,2,NA,4,1,2,4,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,147,196,162,NA,NA,NA,NA,NA,NA,NA,50,30,60,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,1,1,1,30,12,2021,13,1,2022,2,NA,2,NA,1,1,1,1,2,NA,6764,NA,NA,NA,NA,1791,0,NA,2389,0,NA,1974,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,0,NA,363,0,NA,725,0,NA,NA,NA,6764,1791,2389,1974,NA,NA,NA,NA,NA,NA,NA,604,363,725,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,106.890243530273,6618,0,1,"BAGUA",-78.5312118530273,-5.63599729537964,429
"17",2022,1,5030,33,11,10201,7,4,2,1,20220113,1,NA,2,NA,3,3,0,1,0,1,0,1,1,6,4,1,0,2,2,2,NA,138,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0.200000002980232,1,3,NA,NA,2,3,1,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,3,8,53,NA,NA,11,NA,NA,NA,NA,15,NA,15,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,1,1,1,29,12,2021,12,1,2022,2,NA,2,NA,1,1,1,1,2,NA,1682,NA,NA,NA,NA,37,0,NA,97,0,NA,646,0,0,NA,NA,NA,NA,NA,NA,134,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,0,NA,NA,NA,NA,181,0,NA,NA,NA,1682,37,97,646,NA,NA,134,NA,NA,NA,NA,181,NA,181,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,1,0,0,0,106.890243530273,6618,0,1,"BAGUA",-78.5312118530273,-5.63599729537964,429
"18",2022,1,5030,50,11,10201,7,4,2,1,20220115,1,NA,2,NA,1,1,0,1,0,1,0,1,1,5,1,6,1,1,2,2,NA,282,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0.400000005960464,1,2,NA,NA,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,22,49,51,NA,NA,NA,0,NA,NA,NA,37,30,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,191,0,0,1,1,2,31,12,2021,14,1,2022,2,NA,2,NA,2,2,2,1,2,NA,3437,NA,NA,NA,NA,268,0,NA,597,0,NA,622,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,0,NA,363,0,NA,NA,NA,NA,NA,NA,3437,268,597,622,NA,NA,NA,0,NA,NA,NA,447,363,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,106.890243530273,6618,0,1,"BAGUA",-78.5312118530273,-5.63599729537964,429
"19",2022,1,5030,59,11,10201,7,4,2,1,20220115,1,NA,2,NA,2,1,0,1,0,1,0,1,3,5,4,3,2,2,2,6,NA,250,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,2,NA,NA,2,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,19,34,39,NA,NA,NA,0,NA,NA,NA,106,30,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,228,0,0,1,2,2,31,12,2021,14,1,2022,2,NA,2,NA,2,2,2,2,2,NA,3047,NA,NA,NA,NA,232,0,NA,414,0,NA,475,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1281,0,NA,363,0,NA,NA,NA,NA,NA,NA,3047,232,414,475,NA,NA,NA,0,NA,NA,NA,1281,363,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,1,0,1,0,0,0,106.890243530273,6618,0,1,"BAGUA",-78.5312118530273,-5.63599729537964,429
"20",2022,8,5036,14,11,10206,7,5,3,3,20220820,1,1,2,NA,1,2,0,1,0,1,0,1,3,5,4,4,3,2,2,6,NA,185,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,24,NA,NA,2,1,1,2,1,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0,6,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,2,28,56,NA,NA,NA,0,NA,NA,NA,44,NA,79,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,210,0,0,1,1,2,5,8,2022,19,8,2022,2,NA,2,NA,1,1,1,1,2,NA,2194,NA,NA,NA,NA,24,0,NA,332,0,NA,664,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,528,0,NA,NA,NA,NA,947,0,NA,NA,NA,2194,24,332,664,NA,NA,NA,0,NA,NA,NA,528,NA,947,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,1,0,0,0,0,0,188.995742797852,6637,0,1,"CENTRO POBLADO MENOR LA PECA",-78.434440612793,-5.61117649078369,901
"21",2022,8,5036,32,11,10206,7,5,3,3,20220823,1,1,2,NA,1,1,0,1,0,1,0,1,3,5,4,4,2,1,2,2,NA,138,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,0,0,0,0,0,7000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,0,1,24,NA,NA,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,2,34,56,NA,NA,NA,0,NA,NA,NA,55,35,40,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,223,0,0,1,1,2,5,8,2022,19,8,2022,2,NA,2,NA,1,1,1,1,2,NA,1636,NA,NA,7127,NA,24,0,NA,403,0,NA,664,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,0,NA,420,0,NA,480,0,NA,NA,NA,1636,24,403,664,NA,NA,NA,0,NA,NA,NA,659,420,480,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,188.995742797852,6637,0,1,"CENTRO POBLADO MENOR LA PECA",-78.434440612793,-5.61117649078369,901
"22",2022,8,5036,52,11,10206,7,5,3,3,20220819,1,1,2,NA,1,1,0,1,0,1,0,1,3,5,4,3,2,2,2,6,NA,277,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,24,NA,NA,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,2,24,54,NA,NA,NA,0,NA,NA,NA,77,12,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,171,0,0,1,1,1,3,8,2022,17,8,2022,2,NA,2,NA,1,1,1,1,2,NA,3285,NA,NA,NA,NA,24,0,NA,285,0,NA,640,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,923,0,NA,144,0,NA,NA,NA,NA,NA,NA,3285,24,285,640,NA,NA,NA,0,NA,NA,NA,923,144,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,1,0,0,0,0,0,188.995742797852,6637,0,1,"CENTRO POBLADO MENOR LA PECA",-78.434440612793,-5.61117649078369,901
"23",2022,8,5036,72,11,10206,7,5,3,3,20220820,1,1,2,NA,1,2,0,1,0,1,0,1,3,5,4,2,1,2,2,2,NA,189,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,24,NA,NA,2,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,2,15,47,NA,NA,NA,0,NA,NA,NA,5,18,NA,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,89,0,0,1,1,1,3,8,2022,17,8,2022,2,NA,2,NA,1,1,1,1,2,NA,2241,NA,NA,NA,NA,24,0,NA,178,0,NA,557,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,60,0,NA,216,0,NA,NA,NA,NA,NA,NA,2241,24,178,557,NA,NA,NA,0,NA,NA,NA,60,216,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,1,0,0,0,0,0,188.995742797852,6637,0,1,"CENTRO POBLADO MENOR LA PECA",-78.434440612793,-5.61117649078369,901
"24",2022,8,5036,89,11,10206,7,5,3,3,20220819,1,1,2,NA,1,1,0,1,0,1,0,1,3,5,4,1,0,2,2,1,99,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,1,24,NA,NA,1,1,1,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,15,55,NA,NA,NA,NA,NA,NA,NA,35,NA,85,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,1,1,1,4,8,2022,18,8,2022,2,NA,2,NA,1,1,1,1,2,1174,NA,NA,NA,NA,NA,24,0,NA,178,0,NA,652,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,0,NA,NA,NA,NA,1019,0,NA,NA,1174,NA,24,178,652,NA,NA,NA,NA,NA,NA,NA,420,NA,1019,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,4,0,0,0,0,0,188.995742797852,6637,0,1,"CENTRO POBLADO MENOR LA PECA",-78.434440612793,-5.61117649078369,901
"25",2022,9,5038,11,11,10701,7,4,2,3,20220910,1,1,2,NA,1,1,0,1,1,1,0,1,1,5,1,3,2,2,2,2,NA,370,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,3,2,2,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,7,58,49,NA,NA,NA,0,NA,NA,NA,20,10,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,146,0,0,1,1,1,26,8,2022,9,9,2022,2,NA,2,NA,1,1,1,1,2,NA,4400,NA,NA,NA,NA,83,0,NA,690,0,NA,583,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,0,NA,118,0,NA,NA,NA,NA,NA,NA,4400,83,690,583,NA,NA,NA,0,NA,NA,NA,236,118,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,98.2130889892578,6668,0,1,"CIUDAD BAGUA GRANDE",-78.4435195922852,-5.75382280349731,438
