"","AÃ‘O","MES","CONGLOME","VIVIENDA","HOGAR","UBIGEO","DOMINIO","ESTRATO","PERIODO","TIPENC","FECENT","RESULT","PANEL","P22","P23","P24A","P24B","P25.1","P25.2","P25.3","P25.4","P25.5","P101","P102","P103","P103A","P104","P104A","P104B1","P104B2","P105A","P105B","P106","P106A","P106B","P107B1","P107C11","P107C12","P107C13","P107C14","P107C16","P107C17","P107C18","P107C19","P107C110","P107D1","P107B2","P107C21","P107C22","P107C23","P107C24","P107C26","P107C27","P107C28","P107C29","P107C210","P107D2","P107B3","P107C31","P107C32","P107C33","P107C34","P107C36","P107C37","P107C38","P107C39","P107C310","P107D3","P107B4","P107C41","P107C42","P107C43","P107C44","P107C46","P107C47","P107C48","P107C49","P107C410","P107D4","P107E","P110","P110A1","P110A","P110A_MODIFICADA","P110C","P110C1","P110C2","P110C3","P110D","P110E","P110F","P110G","P111A","P1121","P1123","P1124","P1125","P1126","P1127","P112A","P1131","P1132","P1133","P1135","P1136","P1139","P1137","P1138","P113A","P1141","P1142","P1143","P1144","P1145","P1171.01","P1171.02","P1171.04","P1171.05","P1171.06","P1171.07","P1171.08","P1171.09","P1171.10","P1171.11","P1171.12","P1171.13","P1171.14","P1171.15","P1171.16","P1172.01","P1172.02","P1172.04","P1172.05","P1172.06","P1172.07","P1172.08","P1172.09","P1172.10","P1172.11","P1172.12","P1172.13","P1172.14","P1172.15","P1172.16","P1173.01","P1173.02","P1173.04","P1173.05","P1173.06","P1173.07","P1173.08","P1173.09","P1173.10","P1173.11","P1173.12","P1173.13","P1173.14","P1173.15","P1173.16","P1174.01","P1174.02","P1174.04","P1174.05","P1174.06","P1174.07","P1174.08","P1174.09","P1174.10","P1174.11","P1174.12","P1174.13","P1174.14","P1174.15","P1174.16","P1175.01","P1175.02","P1175.04","P1175.05","P1175.06","P1175.07","P1175.08","P1175.09","P1175.10","P1175.11","P1175.12","P1175.13","P1175.14","P1175.15","P1175.16","P117T2","P117T3","P117T4","T110","P200I","P600I","P600D1","P600M1","P600A1","P600D2","P600M2","P600A2","P612I1","P612I11","P612I2","P612I22","P700I","P710I","P800I","P110I","TICUEST01","D105B","D106","D107D1","D107D2","D107D3","D107D4","D1172.01","D1173.01","D1174.01","D1172.02","D1173.02","D1174.02","D1172.04","D1173.04","D1174.04","D1172.05","D1173.05","D1174.05","D1172.06","D1173.06","D1174.06","D1172.07","D1173.07","D1174.07","D1172.08","D1173.08","D1174.08","D1172.09","D1173.09","D1174.09","D1172.10","D1173.10","D1174.10","D1172.15","D1173.15","D1174.15","D1172.16","D1173.16","D1174.16","D612I11","D1172.11","D1173.11","D1174.11","D1172.12","D1173.12","D1174.12","D1172.13","D1173.13","D1174.13","D1172.14","D1173.14","D1174.14","D612I22","I105B","I106","I1172.01","I1172.02","I1172.04","I1172.05","I1172.06","I1172.07","I1172.08","I1172.09","I1172.10","I1172.11","I1172.12","I1172.13","I1172.14","I1172.15","I1172.16","I1173.01","I1174.01","I1173.02","I1174.02","I1173.04","I1174.04","I1173.05","I1174.05","I1173.06","I1174.06","I1173.07","I1174.07","I1173.08","I1174.08","I1173.09","I1174.09","I1173.10","I1174.10","I1173.11","I1174.11","I1173.12","I1174.12","I1173.13","I1174.13","I1173.14","I1174.14","I1173.15","I1174.15","I1173.16","I1174.16","T111A","NBI1","NBI2","NBI3","NBI4","NBI5","FACTOR07","NCONGLOME","SUB_CONGLOME","CODCCPP","NOMCCPP","LONGITUD","LATITUD","ALTITUD"
"26",2022,9,5038,34,11,10701,7,4,2,3,20220911,1,1,2,NA,3,3,0,1,1,1,0,1,1,5,1,4,3,2,2,2,NA,462,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,0,0,0,9,0,20000,2,1,1,1,1.20000004768372,2,NA,4,1,2,1,1,1,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,26,34,51,NA,NA,NA,NA,NA,NA,NA,105,NA,95,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,1,1,3,25,8,2022,8,9,2022,2,NA,2,NA,1,1,1,1,2,NA,5493,NA,NA,NA,20244,309,0,NA,404,0,NA,606,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240,0,NA,NA,NA,NA,1122,0,NA,NA,NA,5493,309,404,606,NA,NA,NA,NA,NA,NA,NA,1240,NA,1122,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,6,0,0,1,0,0,98.2130889892578,6668,0,1,"CIUDAD BAGUA GRANDE",-78.4435195922852,-5.75382280349731,438
"27",2022,9,5038,40,11,10701,7,4,2,3,20220909,1,1,2,NA,3,2,0,1,0,1,0,1,3,5,4,3,2,2,2,2,NA,370,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0.800000011920929,2,NA,4,2,2,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,26,0,NA,NA,NA,NA,0,NA,NA,NA,20,0,NA,NA,NA,0,21,NA,NA,NA,NA,0,NA,NA,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,46,41,0,1,1,2,25,8,2022,8,9,2022,2,NA,1,20,1,1,1,1,2,NA,4400,NA,NA,NA,NA,309,0,NA,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,0,NA,0,236,NA,NA,NA,NA,20,NA,4400,309,0,NA,NA,NA,NA,0,NA,NA,NA,236,0,NA,NA,NA,0,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,236,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,98.2130889892578,6668,0,1,"CIUDAD BAGUA GRANDE",-78.4435195922852,-5.75382280349731,438
"28",2022,9,5038,48,11,10701,7,4,2,3,20220910,1,1,2,NA,1,1,0,1,1,1,0,1,1,3,1,7,6,1,2,2,NA,99999,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,4,1,2,4,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,98,343,50,NA,NA,NA,NA,NA,NA,NA,48,20,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,1,2,2,24,8,2022,7,9,2022,1,400,2,NA,2,2,2,2,2,NA,999999,NA,NA,NA,NA,1165,0,NA,4078,0,NA,595,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,NA,567,0,NA,236,0,NA,118,0,NA,NA,NA,3810,1165,4078,595,NA,NA,NA,NA,NA,NA,NA,567,236,118,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,98.2130889892578,6668,0,1,"CIUDAD BAGUA GRANDE",-78.4435195922852,-5.75382280349731,438
"29",2022,3,5039,22,11,10701,7,4,3,3,20220319,1,1,1,10701,1,1,1,0,1,1,0,1,1,3,4,4,2,1,1,2,NA,694,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,3,2,1,5,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,27,88,88,NA,NA,NA,NA,NA,NA,30,55,35,110,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,1,1,1,4,3,2022,18,3,2022,1,75000,2,NA,1,1,1,1,2,NA,8368,NA,NA,NA,NA,326,0,NA,1061,0,NA,1061,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79932,367,0,NA,672,0,NA,428,0,NA,1344,0,NA,NA,NA,8368,326,1061,1061,NA,NA,NA,NA,NA,NA,367,672,428,1344,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,94.9512100219727,6673,0,1,"CIUDAD BAGUA GRANDE",-78.4372100830078,-5.75542783737183,437
"30",2022,3,5039,83,11,10701,7,4,3,3,20220319,1,2,2,NA,1,1,1,0,1,1,0,1,1,5,1,2,1,1,1,1,247,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,4,3,2,4,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,19,37,29,NA,NA,NA,NA,NA,NA,NA,30,NA,40,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,1,1,1,4,3,2022,18,3,2022,2,NA,2,NA,1,1,1,1,2,2978,NA,NA,NA,NA,NA,229,0,NA,446,0,NA,350,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,0,NA,NA,NA,NA,489,0,NA,NA,2978,NA,229,446,350,NA,NA,NA,NA,NA,NA,NA,367,NA,489,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,94.9512100219727,6673,0,1,"CIUDAD BAGUA GRANDE",-78.4372100830078,-5.75542783737183,437
"31",2022,3,5039,101,11,10701,7,4,3,3,20220318,1,1,2,NA,3,3,0,1,0,1,0,1,3,6,4,2,0,2,2,6,NA,138,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,4,3,2,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,19,19,58,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,1,1,1,3,3,2022,17,3,2022,2,NA,2,NA,1,1,1,1,2,NA,1664,NA,NA,NA,NA,229,0,NA,229,0,NA,699,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,229,229,699,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,94.9512100219727,6673,0,1,"CIUDAD BAGUA GRANDE",-78.4372100830078,-5.75542783737183,437
"32",2022,3,5039,114,11,10701,7,4,3,3,20220317,1,1,2,NA,3,1,0,1,0,1,0,1,3,5,4,2,1,2,2,2,NA,370,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,4,3,2,4,1,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,14,49,38,NA,NA,NA,0,NA,NA,NA,20,30,10,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,162,0,0,1,1,2,2,3,2022,16,3,2022,2,NA,2,NA,1,1,1,1,2,NA,4461,NA,NA,NA,NA,169,0,NA,591,0,NA,458,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,0,NA,367,0,NA,122,0,NA,NA,NA,4461,169,591,458,NA,NA,NA,0,NA,NA,NA,244,367,122,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,94.9512100219727,6673,0,1,"CIUDAD BAGUA GRANDE",-78.4372100830078,-5.75542783737183,437
"33",2022,5,5045,4,11,10701,7,4,1,3,20220505,1,2,2,NA,3,1,0,1,0,1,0,1,3,5,4,3,2,2,2,6,NA,277,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,3,2,1,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,25,5,28,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,1,1,1,20,4,2022,4,5,2022,2,NA,2,NA,1,1,1,1,2,NA,3326,NA,NA,NA,NA,300,0,NA,60,0,NA,336,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326,300,60,336,NA,NA,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,161.014282226563,6699,0,1,"CIUDAD BAGUA GRANDE",-78.4456558227539,-5.76538181304932,500
"34",2022,5,5045,13,11,10701,7,4,1,3,20220505,1,1,2,NA,3,3,0,1,0,1,0,1,3,6,4,4,1,2,2,2,NA,92,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,3,2,1,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,24,50,54,NA,NA,NA,NA,NA,NA,NA,75,40,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,1,2,2,19,4,2022,3,5,2022,2,NA,2,NA,2,2,2,2,2,NA,1105,NA,NA,NA,NA,288,0,NA,600,0,NA,648,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,0,NA,483,0,NA,NA,NA,NA,NA,NA,1105,288,600,648,NA,NA,NA,NA,NA,NA,NA,906,483,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,161.014282226563,6699,0,1,"CIUDAD BAGUA GRANDE",-78.4456558227539,-5.76538181304932,500
"35",2022,5,5045,33,11,10701,7,4,1,3,20220506,1,1,1,30101,3,1,0,1,0,1,0,1,3,5,4,4,2,2,2,2,NA,92,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,0,2,NA,3,2,1,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,18,41,16,NA,NA,NA,14,NA,NA,NA,40,NA,40,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,171,0,0,1,2,2,21,4,2022,5,5,2022,2,NA,2,NA,2,2,2,2,2,NA,1105,NA,NA,NA,NA,216,0,NA,492,0,NA,192,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,483,0,NA,NA,NA,NA,483,0,NA,NA,NA,1105,216,492,192,NA,NA,NA,168,NA,NA,NA,483,NA,483,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,1,0,0,0,0,0,161.014282226563,6699,0,1,"CIUDAD BAGUA GRANDE",-78.4456558227539,-5.76538181304932,500
"36",2022,5,5045,40,11,10701,7,4,1,3,20220505,1,1,2,NA,3,3,0,1,0,1,0,1,3,5,4,3,1,2,2,1,148,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,3,1,1,3,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,27,50,39,NA,NA,NA,NA,NA,NA,NA,15,40,15,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,1,2,2,20,4,2022,4,5,2022,2,NA,2,NA,2,2,2,2,2,1777,NA,NA,NA,NA,NA,324,0,NA,600,0,NA,468,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,0,NA,483,0,NA,181,0,NA,NA,1777,NA,324,600,468,NA,NA,NA,NA,NA,NA,NA,181,483,181,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,161.014282226563,6699,0,1,"CIUDAD BAGUA GRANDE",-78.4456558227539,-5.76538181304932,500
"37",2022,5,5045,47,11,10701,7,4,1,3,20220518,1,1,1,60801,3,3,0,1,0,1,0,1,1,3,1,2,1,2,2,2,NA,462,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,9,0,70000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,0,2,NA,3,2,1,3,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,43,74,142,NA,NA,NA,NA,NA,NA,NA,65,50,95,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,1,2,2,27,4,2022,11,5,2022,2,NA,2,NA,2,2,2,2,2,NA,5547,NA,NA,73162,NA,516,0,NA,888,0,NA,1705,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,0,NA,604,0,NA,1148,0,NA,NA,NA,5547,516,888,1705,NA,NA,NA,NA,NA,NA,NA,785,604,1148,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,161.014282226563,6699,0,1,"CIUDAD BAGUA GRANDE",-78.4456558227539,-5.76538181304932,500
"38",2022,5,5045,56,11,10701,7,4,1,3,20220507,1,1,2,NA,3,1,0,1,0,1,0,1,3,5,4,3,1,2,2,2,NA,92,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,2,NA,3,2,1,3,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,19,14,38,NA,NA,NA,0,NA,NA,NA,30,40,10,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,152,0,0,1,1,1,22,4,2022,6,5,2022,2,NA,2,NA,1,1,1,1,2,NA,1105,NA,NA,NA,NA,228,0,NA,168,0,NA,456,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,363,0,NA,483,0,NA,121,0,NA,NA,NA,1105,228,168,456,NA,NA,NA,0,NA,NA,NA,363,483,121,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,1,0,0,0,0,0,161.014282226563,6699,0,1,"CIUDAD BAGUA GRANDE",-78.4456558227539,-5.76538181304932,500
"39",2022,1,5049,3,11,10701,7,4,2,3,20220115,1,1,1,150103,2,2,0,1,0,1,0,1,4,5,4,8,3,2,2,2,NA,46,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,0,1,24,NA,NA,1,1,2,NA,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,6,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,19,107,NA,NA,NA,0,NA,NA,NA,50,NA,50,0,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,227,0,51,1,2,2,31,12,2021,14,1,2022,2,NA,2,NA,2,2,2,2,2,NA,561,NA,NA,NA,NA,0,0,NA,232,0,NA,1304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,609,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,604,0,NA,NA,NA,NA,604,0,NA,NA,NA,561,157,232,1304,NA,NA,NA,0,NA,NA,NA,604,NA,604,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,609,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,4,0,0,0,0,0,158.351348876953,6719,0,26,"CENTRO POBLADO MENOR BUENA VISTA",-78.4969253540039,-5.85542249679565,1649
